연도,명절구분,순번,자원명,관리기관구분,기관명,주소,상세주소,경도,위도,주차장유형,주차면수,휴일_1_개방일,휴일_1_개방시간,휴일_2_개방일,휴일_2_개방시간,휴일_3_개방일,휴일_3_개방시간,휴일_4_개방일,휴일_4_개방시간,휴일_5_개방일,휴일_5_개방시간,요금정책,참고사항
2026,설,5601,노상주차장3,지방자치단체,충청남도 금산군 건설교통과,충남 금산군 금산읍 비단로 59,상하옥사거리-중앙슈퍼,127.4871898,36.09929117,노상,9,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5602,아인리 공영주차장,지방자치단체,충청남도 금산군 건설교통과,충남 금산군 금산읍 아인리 12-4,금산여고 옆,127.4846474,36.10547124,노외,41,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5603,상옥리(큰다리 옆) 공영주차장,지방자치단체,충청남도 금산군 건설교통과,충남 금산군 금산읍 상옥리 56-2,,127.4893442,36.1010667,노외,25,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5604,중도7리 공영주차장,지방자치단체,충청남도 금산군 건설교통과,충남 금산군 금산읍 중도리 224-10,,127.4929026,36.1069561,노외,39,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5605,중도9리 공영주차장_예원소르빌 뒤,지방자치단체,충청남도 금산군 건설교통과,충남 금산군 금산읍 중도리 233-3,,127.4967463,36.10611743,노외,24,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5606,상4리(읍사무소 뒤) 공영주차장,지방자치단체,충청남도 금산군 건설교통과,충남 금산군 금산읍 상리 42-6,상4리 공영주차장,127.4915224,36.10778863,노외,12,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5607,금산 프라임포레 주차장,지방자치단체,충청남도 금산군 건설교통과,충남 금산군 금산읍 양지리 438,,127.4632818,36.10196895,노외,8,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5608,하옥4리 공영주차장,지방자치단체,충청남도 금산군 건설교통과,충남 금산군 금산읍 하옥리 509,,127.4927564,36.09964737,노외,31,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5609,대구제일고등학교,공공기관,대구광역시교육청 대구제일고등학교,대구 서구 비산동 228,,128.5728563,35.87128616,노상,18,2026-02-14,09:00~17:00,2026-02-15,09:00~17:00,2026-02-16,09:00~17:00,2026-02-17,09:00~17:00,2026-02-18,09:00~17:00,무료,정문에서부터 경사로 18면 무료 주차 가능
2026,설,5612,수원농생명과학고등학교,공공기관,경기도교육청 경기도수원교육지원청 수원농생명과학고등학교,경기 수원시 장안구 광교산로 13 (영화동),수원농생명과학고등학교,127.0195073,37.29515908,노상,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5614,남양주송라초등학교 주차장,공공기관,경기도교육청 경기도구리남양주교육지원청 남양주송라초등학교,경기 남양주시 화도읍 마석로45번길 33,남양주송라초등학교,127.3018658,37.65445429,부설.부속,18,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,학사일정및 원활한 교육과정 운영및 시설관리로 인해 명절 연휴기간에만 개방함
2026,설,5615,월평초등학교 주차장,교육청,부산광역시교육청 부산광역시해운대교육지원청 월평초등학교,부산 기장군 정관읍 월평1길 21,,129.1383592,35.35969505,노상,20,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5617,비금중학교 주차장,기타,전라남도교육청 전라남도신안교육지원청 비금중학교,전남 신안군 비금면 덕산리 714,,125.925164,34.7597727,부설.부속,32,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,장애인주차장3면포함
2026,설,5620,미사중학교,공공기관,경기도교육청 경기도광주하남교육지원청 미사중학교,경기 하남시 미사강변한강로334번길 70 (망월동),,127.1996957,37.55857099,노상,53,2026-02-14,미개방,2026-02-15,08:30~19:00,2026-02-16,08:30~19:00,2026-02-17,미개방,2026-02-18,08:30~19:00,무료,
2026,설,5624,당감4동주민센터 부설주차장,지방자치단체,부산광역시 부산진구 당감4동,부산 부산진구 백양순환로 40 (당감동),1층 부설주차장,129.0334223,35.16822222,부설.부속,13,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,일반주차면: 12면 장애인주차면: 1면
2026,설,5625,영광대마중학교 주차장,공공기관,전라남도교육청 전라남도영광교육지원청 영광대마중학교,전남 영광군 대마면 영장로 231,,126.5753643,35.30145958,노상,16,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5627,대병중학교 주차장,기타,경상남도교육청 경상남도합천교육지원청 대병중학교,경남 합천군 대병면 신성동길 53-16,운동장,128.0116543,35.51841197,노상,18,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5628,양평동초등학교 주차장,공공기관,경기도교육청 경기도양평교육지원청 양평동초등학교,경기 양평군 양평읍 창대리 638-1,,127.5079207,37.48876172,노상,46,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5630,교하초등학교 노상주차,교육청,경기도교육청 경기도파주교육지원청 교하초등학교,경기도 파주시 동편길 13,학교 정문 옆 담장 밖 주차장,126.7470125,37.75333486,노상,5,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,학교 정문 옆 담장 밖 주차장
2026,설,5631,고양동산고등학교 주차장,공공기관,경기도교육청 고양동산고등학교,경기 고양시 덕양구 동세로 20 (동산동),,126.8876455,37.64465312,노상,54,2026-02-14,미개방,2026-02-15,17:00~22:00,2026-02-16,17:00~22:00,2026-02-17,미개방,2026-02-18,17:00~22:00,무료,장애인주차장 3면 포함
2026,설,5635,나산실용예술중학교 주차장,공공기관,전라남도교육청 전라남도함평교육지원청 나산실용예술중학교,전남 함평군 나산면 함장로 2441-96,,126.6027188,35.1160458,부설.부속,61,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,정문 주차장 무료주차면수 24후문 주차장 무료주차면수 37 
2026,설,5637,숲속초등학교,공공기관,경기도교육청 경기도화성오산교육지원청 숲속초등학교,경기도 화성시 동탄공원로2길 10,숲속초등학교,127.0607435,37.20618493,노상,47,2026-02-14,07:00~17:00,2026-02-15,07:00~17:00,2026-02-16,07:00~17:00,2026-02-17,미개방,2026-02-18,07:00~17:00,무료,평일 주차장 미개방 공휴일 유료개방
2026,설,5639,안산진흥초등학교 주차장,공공기관,경기도교육청 경기도안산교육지원청 안산진흥초등학교,경기도 안산시 단원구 화정천동로 80,안산진흥초등학교,126.8223161,37.31243747,부설.부속,40,2026-02-14,미개방,2026-02-15,16:30~20:00,2026-02-16,16:30~20:00,2026-02-17,미개방,2026-02-18,16:30~20:00,무료,
2026,설,5642,벽방초등학교 ,교육청,경상남도교육청 경상남도통영교육지원청 벽방초등학교,경상남도 통영시 광도면 안정로 815,,128.4104847,34.94878559,노상,36,2026-02-14,08:00~20:00,2026-02-15,08:00~20:00,2026-02-16,08:00~20:00,2026-02-17,08:00~20:00,2026-02-18,08:00~20:00,무료,
2026,설,5644,도원고등학교,공공기관,대구광역시교육청 도원고등학교,대구 달서구 미리샘길 52 (도원동),,128.5454881,35.80527659,노상,41,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5647,부산수영중학교 ,공공기관,부산광역시교육청 부산광역시해운대교육지원청 부산수영중학교,부산 수영구 호암로 38 (광안동),,129.1097243,35.15679738,부설.부속,64,2026-02-14,09:00~18:00,2026-02-15,09:00~18:00,2026-02-16,09:00~18:00,2026-02-17,09:00~18:00,2026-02-18,09:00~18:00,무료,
2026,설,5650,학생예술문화회관,공공기관,부산광역시교육청 부산광역시교육청학생예술문화회관,부산 북구 낙동북로 737-1 (구포동),,129.0020239,35.19909797,노외,106,2026-02-14,미개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,휴무일 - 일요일
2026,설,5673,경기도시장상권진흥원 본원,공공기관,재단법인경기도시장상권진흥원,경기 양평군 양평읍 시민로 131,,127.5069313,37.49060239,부설.부속,28,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,현재 재단법인경기도시장상권진흥원 본원 시설물은 농협 건물을 임차하여 사용하고 있으며 추석명절기간동안 상시 개방되어 있으나 내부직원 등 출근여부에 따라 주차가능 면수 변동 가능
2026,설,5674,삼덕초등학교,공공기관,경기도교육청 경기도평택교육지원청 삼덕초등학교,경기도 평택시 청북읍 청북중앙로 226,,126.9118343,37.03955035,노상,37,2026-02-14,미개방,2026-02-15,09:00~17:00,2026-02-16,09:00~17:00,2026-02-17,미개방,2026-02-18,09:00~17:00,무료,
2026,설,5678,용인백현고등학교,공공기관,경기도교육청 용인백현고등학교,경기 용인시 기흥구 동백7로 112 (동백동),,127.1620583,37.27932204,부설.부속,58,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5686,별가람고등학교 주차장,공공기관,경기도교육청 별가람고등학교,경기 남양주시 순화궁로 393 (별내동),별가람고등학교,127.1221742,37.66147641,부설.부속,74,2026-02-14,09:00~17:00,2026-02-15,09:00~17:00,2026-02-16,미개방,2026-02-17,미개방,2026-02-18,미개방,무료,
2026,설,5687,영도초등학교,교육청,부산광역시교육청 부산광역시서부교육지원청 영도초등학교,부산광역시 영도구 꿈나무길 41,,129.0461504,35.09002456,노상,35,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5690,고잔고등학교,교육청,경기도교육청 고잔고등학교,경기 안산시 단원구 광덕2로 222 (고잔동),,126.8353458,37.30878749,부설.부속,64,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,장애인용 2면경차전용 6면일반 56면
2026,설,5691,인천봉수초등학교 주차장,공공기관,인천광역시교육청 인천광역시서부교육지원청 인천봉수초등학교,인천광역시 서구 봉오대로267번길 11-4,인천봉수초등학교 정문,126.6790677,37.52542166,부설.부속,32,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,무료주차면수 32대 중 경차5대 전기2대 장애1대 포함당직실: 032-628-5584
2026,설,5692,서포중학교 주차장,공공기관,경상남도교육청 경상남도사천교육지원청 서포중학교,경남 사천시 서포면 서포로 293-6,,127.9745219,35.00843777,부설.부속,38,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,본교 정문 주차장 후문주차장 별도로 있음
2026,설,5694,순천동산중학교,공공기관,전라남도교육청 전라남도순천교육지원청 순천동산중학교,전남 순천시 유동길 40 (조례동),운동장 옆 오른쪽,127.5157891,34.95537245,부설.부속,25,2026-02-14,09:00~18:00,2026-02-15,09:00~18:00,2026-02-16,09:00~18:00,2026-02-17,09:00~18:00,2026-02-18,09:00~18:00,무료,평소: 교직원주차장
2026,설,5699,산북초등학교 주차장,공공기관,경기도교육청 경기도동두천양주교육지원청 산북초등학교,경기 양주시 평화로1261번길 96-46 (산북동),정문진입후 왼쪽 및 앞쪽,127.0399928,37.80675525,노상,23,2026-02-14,06:00~20:00,2026-02-15,미개방,2026-02-16,06:00~20:00,2026-02-17,06:00~20:00,2026-02-18,06:00~20:00,무료,
2026,설,5700,무룡중학교,공공기관,울산광역시교육청 울산광역시강북교육지원청 무룡중학교,울산 중구 화합로 456 (약사동),,129.3356399,35.56500671,노상,24,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,명절 때 정문 앞 주차장 운동장 옆만 주차 가능 운동장 안 건물 뒤편 출입금함
2026,설,5701,안화중학교,공공기관,경기도교육청 경기도화성오산교육지원청 안화중학교,경기도 화성시 병점2로 125,,127.0480932,37.21093928,노상,9,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,무인경비로 인한 후문쪽만 개방가능 통제구역 미개방
2026,설,5704,만선초등학교 주차장,공공기관,경기도교육청 경기도광주하남교육지원청 만선초등학교,경기 광주시 곤지암읍 상탑길 9,텃밭 앞,127.4111165,37.36640135,노상,10,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5707,무선초등학교 주차장,공공기관,전라남도교육청 전라남도여수교육지원청 무선초등학교,전라남도 여수시 화산2길 31,무선초등학교 주차장,127.6460959,34.77232437,노상,18,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5708,사상고등학교,교육청,부산광역시교육청 사상고등학교,부산광역시 사상구 강선로 24,차량출입구 옆 노외주차장,128.9848391,35.1688997,노외,10,2026-02-14,09:00~18:00,2026-02-15,09:00~18:00,2026-02-16,09:00~18:00,2026-02-17,09:00~18:00,2026-02-18,09:00~18:00,무료,운동장 공사중
2026,설,5710,개산초등학교,공공기관,경기도교육청 경기도안성교육지원청 개산초등학교,경기 안성시 금광면 외개산길 42,개산초등학교,127.3020178,36.98447505,노상,18,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5711,당평초등학교 주차장,공공기관,부산광역시교육청 부산광역시남부교육지원청 당평초등학교,부산 부산진구 백양대로136번길 26 (당감동),운동장,129.0351718,35.16143615,노상,34,2026-02-14,09:00~24:00,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,00:00~18:00,무료,주차장내 34면 외 운동장 주차 가능
2026,설,5714,송양고등학교,공공기관,경기도교육청 송양고등학교,경기도 의정부시 송양로 6,,127.1065745,37.75308293,노상,72,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5715,함평초등학교,공공기관,전라남도교육청 전라남도함평교육지원청 함평초등학교,전라남도 함평군 함평읍 내대화길 77,,126.51277,35.06189369,부설.부속,37,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5720,충청OA앞 쌈지주차장,공공기관,충청남도 청양군,충남 청양군 청양읍 중앙로 168,충청OA앞 쌈지주차장,126.8039267,36.45442885,노상,22,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5721,부산진여자중학교,교육청,부산광역시교육청 부산광역시남부교육지원청 부산진여자중학교,부산광역시 부산진구 동성로 34,부산진여자중학교 후문,129.0687594,35.15428856,노상,40,2026-02-14,09:00~18:00,2026-02-15,09:00~18:00,2026-02-16,09:00~18:00,2026-02-17,09:00~18:00,2026-02-18,09:00~18:00,무료,당직실 전화번호: 051-605-5610
2026,설,5723,감전초등학교주차장,교육청,부산광역시교육청 부산광역시북부교육지원청 감전초등학교,부산광역시 사상구 괘감로 132,감전초등학교,128.9886756,35.15574945,부설.부속,48,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5725,신풍초등학교,기타,경기도교육청 경기도수원교육지원청 신풍초등학교,경기도 수원시 영통구 도청로17번길 24,,127.0531872,37.28639813,부설.부속,72,2026-02-14,09:00~18:00,2026-02-15,09:00~18:00,2026-02-16,09:00~18:00,2026-02-17,09:00~18:00,2026-02-18,09:00~18:00,무료,
2026,설,5729,정현초등학교,공공기관,경기도교육청 경기도화성오산교육지원청 정현초등학교,경기 화성시 동탄산척로 122 (산척동),정현초등학교,127.1133199,37.17171337,노상,80,2026-02-14,미개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,미개방,2026-02-18,종일개방,무료,
2026,설,5730,다사읍행정복지센터,지방자치단체,대구광역시 달성군 다사읍,대구 달성군 다사읍 매곡로 7,,128.454063,35.86191409,부설.부속,86,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5731,별빛누리유치원,교육청,경기도교육청 경기도안성교육지원청 별빛누리유치원,경기 안성시 공도읍 고무다리길 121,별빛누리유치원,127.1746424,36.99004247,노상,30,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,장애인 1면
2026,설,5735,곤지암고 주차장,공공기관,경기도교육청 곤지암고등학교,경기 광주시 곤지암읍 곤지암로 82,곤지암고등학교,127.3376091,37.34856308,노상,50,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,학생 수업이 없는 시간대에는 개방
2026,설,5736,상모중학교,공공기관,경상북도교육청 경상북도구미교육지원청 상모중학교,경북 구미시 상사동로 70 (임은동),,128.3596022,36.09083563,노상,31,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,미개방,2026-02-18,종일개방,무료,
2026,설,5737,운유초등학교 주차장,공공기관,경기도교육청 경기도김포교육지원청 운유초등학교,경기도 김포시 김포한강2로 239,운유초등학교,126.660462,37.64672383,부설.부속,72,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,07:00~22:00,2026-02-17,07:00~22:00,2026-02-18,07:00~22:00,무료,
2026,설,5738,수내고등학교 주차장,공공기관,경기도교육청 수내고등학교,경기 성남시 분당구 발이봉북로 15 (수내동),수내고등학교,127.1298639,37.36611486,노상,20,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,운동장 주차 금지
2026,설,5739,가평북중학교,공공기관,경기도교육청 경기도가평교육지원청 가평북중학교,경기 가평군 북면 석장모루길 13,,127.5481207,37.87934605,노상,50,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5741,가야여자중학교 주차장,공공기관,부산광역시교육청 부산광역시남부교육지원청 가야여자중학교,부산 부산진구 엄광로182번길 15-25 (가야동),,129.0364931,35.14759698,부설.부속,25,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,08:00~20:00,2026-02-17,08:00~20:00,2026-02-18,08:00~20:00,무료,이용 시간 외에는 차량의 출입을 통제합니다  - 필요시 연락할 수 있도록 연락처를 운전석 앞에 놓아두시기 바랍니다  - 담배꽁초·쓰레기 등을 일체 버리지 마시고 청결하게 이용하여 주시기 바랍니다  - 주차장 외의 학교시설은 사용할 수 없습니다 운동장 주차금지 및 교내 출입 금지  - 학교 시설물을 훼손 한 경우 원상복구 또는 그에 해당하는 비용을 부담해야 합니다     24시간 CCTV 촬영 중  - 차량 파손이나 귀중품 도난에 주의하시기 바라며 차량 주차로 인한 모든 피해는     차량 소유자 책임입니다  - 주차한 모든 차량은 2025 10 08 수 20:00까지 다른 곳으로 이동시켜야 합니다
2026,설,5742,한광중학교,공공기관,경기도교육청 경기도평택교육지원청 한광중학교,경기도 평택시 중앙1로 115,,127.0953991,36.99671366,노외,50,2026-02-14,09:00~17:30,2026-02-15,09:00~17:00,2026-02-16,09:00~17:00,2026-02-17,09:00~17:00,2026-02-18,09:00~17:00,무료,
2026,설,5743,지산초등학교,공공기관,경기도교육청 경기도파주교육지원청 지산초등학교,경기 파주시 경의로 1274 (와동동),지산초등학교,126.7615175,37.73092345,노상,75,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5744,대구신월초등학교,교육청,대구광역시교육청 대구광역시남부교육지원청 대구신월초등학교,대구광역시 달서구 조암남로 100,대구신월초등학교 운동장 옆 주차장,128.523221,35.8204609,부설.부속,64,2026-02-14,09:00~18:00,2026-02-15,09:00~18:00,2026-02-16,09:00~18:00,2026-02-17,09:00~18:00,2026-02-18,09:00~18:00,무료,차단기 있음 장기주차 불가 장애인전용 3면 일반 61면
2026,설,5745,황해원앞 쌈지주차장,공공기관,충청남도 청양군,충청남도 청양군 청양읍 칠갑산로12길 3,황해원앞 쌈지주차장,126.8052556,36.45036534,노상,25,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5747,세교고등학교,공공기관,경기도교육청 세교고등학교,경기 오산시 금암동 487,세교고등학교 주차장,127.0530604,37.1774225,노상,25,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,06:30~22:00,2026-02-17,06:30~22:00,2026-02-18,06:30~22:00,무료,- 장애인저용  2면- 경차전용 3면- 일반 20면
2026,설,5748,포항대흥초등학교,공공기관,경상북도교육청 경상북도포항교육지원청 포항대흥초등학교,경북 포항시 북구 용흥로292번길 33 (용흥동),,129.3523483,36.04590679,노외,92,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5749,와유앞 쌈지주차장,공공기관,충청남도 청양군,충남 청양군 청양읍 칠갑산로열길 20,와유앞 쌈지주차장,126.8041206,36.44898308,노상,33,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5750,엄궁농산물도매시장 주차장,공공기관,부산광역시 엄궁농산물도매시장관리사업소,부산광역시 사상구 농산물시장로 9,,128.9643578,35.12794606,부설.부속,1425,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,시장 이용시에만 주차장 이용 가능옥상주차장 진입제한: 1톤 이하
2026,설,5751,포곡초등학교주차장,공공기관,경기도교육청 경기도용인교육지원청 포곡초등학교,경기 용인시 처인구 포곡읍 부곡로 24,포곡초등학교,127.2202404,37.28217962,노상,20,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,포곡초등학교 정문으로 100m정도 들어오셔서 우측에 있는 주차장에 주차하시면 됩니다
2026,설,5753,로얄아파트옆 쌈지주차장,공공기관,충청남도 청양군,충남 청양군 청양읍 읍내리 82-1,로얄아파트옆 쌈지주차장,126.8069894,36.45182353,노상,41,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5754,포승중학교 주차장,공공기관,경기도교육청 경기도평택교육지원청 포승중학교,경기 평택시 포승읍 서동대로 1138,서동대로 1138,126.8817813,36.98198727,노상,29,2026-02-14,09:00~17:00,2026-02-15,09:00~17:00,2026-02-16,09:00~17:00,2026-02-17,09:00~17:00,2026-02-18,09:00~17:00,무료,
2026,설,5755,광양다압중학교 주차장,공공기관,전라남도교육청 전라남도광양교육지원청 광양다압중학교,전남 광양시 다압면 섬진강매화로 1633-13,,127.7072485,35.08400382,노외,16,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5756,가야초등학교,공공기관,부산광역시교육청 부산광역시남부교육지원청 가야초등학교,부산광역시 부산진구 대학로 22,가야초등학교 운동장,129.0351022,35.1532367,노상,74,2026-02-14,09:00~24:00,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,00:00~14:00,무료,
2026,설,5757,그랜드코리아레저 지상주차장,공공기관,그랜드코리아레저(주),서울 강남구 삼성로 610 (삼성동),GKL빌딩 1층 지상주차장,127.0531548,37.51410757,노상,8,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,일반차량 5대 장애인차량 1대 전기차충전소 2대
2026,설,5758,청덕초등학교,교육청,경기도교육청 경기도용인교육지원청 청덕초등학교,경기도 용인시 기흥구 구성1로 61,청덕초등학교,127.14921,37.29470613,부설.부속,51,2026-02-14,06:00~21:00,2026-02-15,06:00~21:00,2026-02-16,06:00~21:00,2026-02-17,06:00~21:00,2026-02-18,06:00~21:00,무료,
2026,설,5760,아인초등학교 주차장,공공기관,경기도교육청 경기도화성오산교육지원청 아인초등학교,경기 화성시 동탄대로시범길 219 (청계동),아인초등학교,127.1052936,37.20081011,부설.부속,63,2026-02-14,미개방,2026-02-15,미개방,2026-02-16,미개방,2026-02-17,미개방,2026-02-18,16:30~21:30,무료,주말과 공휴일은 무인경비로 미개방
2026,설,5761,대가초등학교,교육청,경상북도교육청 경상북도성주교육지원청 대가초등학교,경북 성주군 대가면 옥련리 533,,128.2221598,35.90938193,노외,24,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5762,다사읍 행정복지센터 서재출장소,지방자치단체,대구광역시 달성군 다사읍,대구 달성군 다사읍 서재본길 25,,128.4942614,35.87222662,부설.부속,35,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5763,약사초등학교 주차장,공공기관,울산광역시교육청 울산광역시강북교육지원청 약사초등학교,울산광역시 중구 화합로 478,약사초등학교,129.3342504,35.5666021,부설.부속,16,2026-02-14,08:00~22:00,2026-02-15,08:00~22:00,2026-02-16,08:00~22:00,2026-02-17,08:00~22:00,2026-02-18,08:00~22:00,무료,
2026,설,5767,충렬고등학교,공공기관,부산광역시교육청 충렬고등학교,부산 동래구 명장로106번길 26 (명장동),,129.1095821,35.20286248,부설.부속,48,2026-02-14,09:00~18:00,2026-02-15,09:00~18:00,2026-02-16,09:00~18:00,2026-02-17,09:00~18:00,2026-02-18,09:00~18:00,무료,
2026,설,5769,안계초등학교,교육청,경상북도교육청 경상북도의성교육지원청 안계초등학교,경상북도 의성군 안계면 안계길 68,,128.4441497,36.38086101,부설.부속,36,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
2026,설,5771,부천동중학교 주차장,공공기관,경기도교육청 경기도부천교육지원청 부천동중학교,경기도 부천시 소사구 경인로484번길 36,,126.8106149,37.48081332,노상,11,2026-02-14,종일개방,2026-02-15,종일개방,2026-02-16,종일개방,2026-02-17,종일개방,2026-02-18,종일개방,무료,
